NMR_file,2-Piperidinone,3-Phenylpropionate,4-Hydroxyphenylacetate,4-Aminobenzoate,5-Aminopentanoate,Acetate,Alanine,Benzoate,Butyrate,Desaminotyrosine,Dimethylamine,Ethanol,Formate,Fumarate,Glutamate,Glycine,Glycolate,Histidine,Hypoxanthine,Indole,Isobutyrate,Isoleucine,Isovalerate,Aspartate,Lactate,Leucine,Malonate,Methanol,Methionine,Methylamine,Nicotinate,Phenylacetate,Phenylalanine,Propionate,Propanol,Pyroglutamate,Succinate,Tartrate,Threonine,Thymine,Trimethylamine,Tyrosine,Uracil,Valerate,Valine,p-Cresol,Beta-Alanine
20210125_ex17_p1.cnx,0.2494,0,0.0141,0,0.4911,78.7978,0.2081,0.0134,7.7301,0,0.017,14.5407,0.0091,0,0.1738,0.0332,0.1904,0.0061,0.0083,0,0.6562,0.09,0.6588,0,0,0.2035,0.117,1.3828,0.0047,0.0215,0,0.1658,0.039,30.9331,4.4801,0.0728,0.0012,0.0288,0.0149,0.0198,0.8504,0.0283,0.1666,0.4655,0.1735,0,0.0072
20210125_ex18_p1.cnx,0.232,0,0.0168,0,0.5465,82.3314,0.2087,0.0143,7.9104,0,0.0184,14.6832,0.007,0,0.1875,0,0.1958,0.006,0.0128,0.0175,0.7004,0.085,0.7295,0,0,0.1411,0.125,1.3541,0.0066,0.0262,0,0.1883,0.0357,31.1836,4.8962,0.075,0.0012,0.0287,0.0126,0.0129,0.9518,0.0225,0.1264,0.4664,0.1644,0,0.0095
SR_2020-10-06-A_ex50_p1.cnx,0,0.249,0.0064,0.0612,0.0445,55.6001,0.0544,0.0084,7.9616,0.026,0,13.0497,0.0241,1.00E-04,0.0804,0.0328,0.2372,0,0.0048,0.0245,1.2467,0,0.8126,0,0,0.1075,0.0071,1.27,0.0037,0.0739,0.0057,0.0319,0.0062,26.2418,1.436,0.0316,0.0036,0.0406,0,0,0.543,0.0051,0.017,2.2458,0.0037,0,0
SR_2020-10-06-A_ex60_p1.cnx,0,0.2698,0.007,0.0622,0.0467,53.9066,0.059,0.008,7.8767,0.0232,0,13.6268,0.0231,1.00E-04,0.0565,0.0386,0.252,0,0.0065,0.0169,1.2854,0,0.8529,0,0,0.1,0.0077,1.3192,0.0037,0.0768,0.0047,0.0318,0.0076,24.7602,1.5193,0.0418,0.0044,0.0434,0,0,0.5443,0.006,0.0259,2.2772,0.0029,0,0.0034
SR_2020-10-06-A_ex72_p1.cnx,0,0.2522,0.0094,0.0628,0.049,56.4984,0.0445,0.009,8.1803,0.0219,0,13.4289,0.0246,1.00E-04,0.0611,0.0372,0.2466,0,0,0.0365,1.3256,0,0.8378,0,0,0,0.0092,1.3068,0.0027,0.0757,0,0.0291,0.006,27.4127,1.2943,0.0488,0.0049,0.0453,0,0,0.5695,0.0075,0.0108,2.2156,0.0045,0,0.0049
SR_2020-10-06-A_ex81_p1.cnx,0.0116,0.2514,0.0061,0.0582,0.0433,52.4075,0.0484,0.01,7.0905,0.0176,0,14.9738,0.0191,9.00E-04,0.0528,0.0281,0.2581,0,0.0053,0.022,1.1027,0,0.7607,0,0,0.1016,0.0102,1.3831,0.003,0.0677,0,0.0382,0.0063,22.6704,2.8279,0.044,3.00E-04,0.0449,0,0,0.5628,0.007,0.0229,2.284,0.0235,0,0.0045
SR_2020-10-06-A_ex92_p1.cnx,0.0119,0.2524,0.0049,0.0617,0.05,60.5264,0.046,0.0105,8.042,0.0209,0,14.6618,0.015,0.0015,0.0453,0.0303,0.2576,0,0.0058,0.022,1.3003,0,0.81,0,0,0.1026,0.0103,1.3673,0.0032,0.0689,0,0.0345,0.0069,27.534,2.7527,0.0472,8.00E-04,0.0451,0,0,0.5694,0.0089,0.0178,2.3362,0.0218,0,0.0039
SR_2020-10-06-B-64_ex10_p1.cnx,0.013,0.2427,0.0068,0.0595,0.0443,60.6093,0.0547,0.0095,7.9588,0.0199,0,14.7466,0.0112,0.002,0.0495,0.0303,0.2483,0,0.0059,0.0262,1.2605,0,0.7927,0,0,0.1099,0.0098,1.3557,0.0043,0.0655,0,0.038,0.0056,27.1005,2.6411,0.0464,6.00E-04,0.034,0,0,0.5636,0.009,0.0217,2.1094,0.0239,0,0.005
SR_2020-10-06-B-64_ex20_p1.cnx,0,0.2292,0.0051,0.0605,0.0585,86.5863,0.2015,0.0115,9.8144,0.0125,0,19.891,0.006,1.00E-04,0.0301,0.0352,0.2277,0.0063,0.0101,0,1.3204,0.0375,0.8873,0.0239,0,0.1818,0.1497,1.6126,0.0032,0.0306,0.0094,0.0471,0.0243,37.5894,6.1268,0.0451,6.00E-04,0.045,0,0.0303,0.8729,0.0227,0.1868,2.4081,0.0422,0,0.015
SR_2020-10-06-B-64_ex30_p1.cnx,0,0.254,0.0068,0.0673,0.0693,99.8007,0.2464,0.0116,11.219,0.0144,0,22.7759,0.0108,1.00E-04,0.0701,0.0566,0.2626,0.0046,0.0125,0.0202,1.477,0.0427,0.9578,0.0245,0,0.1543,0.1759,1.8874,0.0021,0.0303,0.0077,0.0564,0.0317,41.3527,7.3842,0.0634,0.0051,0.0583,0,0.0391,1.011,0.0254,0.2199,2.7149,0.0374,0,0.0136
SR_2020-10-06-B-64_ex40_p1.cnx,0,0.2092,0.0062,0.0576,0.0666,87.8705,0.1991,0.0115,9.8859,0.0147,0,20.1455,0.0097,1.00E-04,0.0299,0.0463,0.2368,0.0044,0.0123,0.0162,1.3061,0.0242,0.8262,0.0205,0,0.1342,0.1741,1.6569,0.0036,0.0345,0.0088,0.0502,0.024,36.6156,6.4604,0.0423,0.0049,0.0508,0,0.0337,0.9012,0.0216,0.1781,2.4259,0.032,0,0.0119
SR_20201202_ex16_p1.cnx,0,0,0.0221,0.0304,0.0553,59.2974,0.0452,0.1115,8.784,0,0,7.8399,0.0062,0.002,0.119,0.0108,0.2027,0,0.0082,0.018,0.9562,0,0.7374,0.0212,0,0.0874,0.0073,0.0431,0.0062,0.0471,0,0.1622,0,15.9721,1.9613,0,0.0028,0,0,0,0.3646,0.0043,0.0234,3.1438,0,0.0079,0.0051
SR_20201202_ex17_p1.cnx,0,0,0.0163,0.0281,0.0532,60.1629,0.0358,0.0949,8.6513,0,0,7.5882,0.004,0.0024,0.1116,0.0095,0.1959,0,0.0076,0.0154,0.8988,0,0.7107,0.0217,0,0.0846,0.0065,0.0416,0.0064,0.0474,0,0.1457,0,16.2109,1.9728,0,0.0027,0,0,0,0.3591,0.0041,0.0262,2.996,0,0.0098,0.0058
SR_20201202_ex18_p1.cnx,0,0,0.0141,0.0264,0.0571,61.0833,0.0416,0.095,8.7422,0,0,7.7713,0.0057,0.0024,0.1287,0.0144,0.2026,0,0.0102,0.0142,0.9665,0,0.7164,0.0204,0,0.0941,0.0077,0.0429,0.0061,0.0496,0.0068,0.15,0,17.0867,1.9753,0,0.003,0,0,0,0.3634,0.0036,0.0277,3.068,0,0.009,0.0047
SR_20201202_ex19_p1.cnx,0,0,0.0145,0.0306,0.0706,64.2566,0.0805,0.0945,9.2495,0,0,8.8158,0.0065,7.00E-04,0.0656,0.0122,0.2007,0.0092,0.0073,0.0183,0.9642,0,0.6647,0,0,0.0856,0.0093,0.0837,0.0051,0.0306,0,0.1579,0,18.627,2.943,0,0.0018,0,0,0.0207,0.3473,0.0052,0.1146,3.1769,0,0.0124,0.0043
SR_20201202_ex20_p1.cnx,0,0,0.0156,0.0282,0.0603,65.2701,0.0868,0.0958,9.2873,0,0,8.737,0.0041,9.00E-04,0.085,0.0117,0.1981,0.008,0.0084,0.0135,0.9861,0,0.6651,0,0,0.1017,0.0086,0.0785,0.0043,0.0381,0.0085,0.1591,0,19.245,2.8121,0,0.0015,0,0,0.0197,0.347,0.0044,0.1163,3.1539,0,0.0106,0.0055
SR_20201202_ex21_p1.cnx,0,0,0.0152,0.0331,0.0594,72.3535,0.1117,0.0936,10.2111,0,0,8.8704,0.0087,0.0012,0.0631,0.0182,0.2065,0.0066,0.0102,0.0191,1.044,0.0084,0.6516,0,0,0.0815,0.0093,0.0854,0.0038,0.0448,0.0092,0.1581,0,20.7491,2.8595,0.019,0.0021,0,0,0.0181,0.3685,0.0038,0.1077,3.3256,0,0.0135,0.0056
SR_20201202_ex22_p1.cnx,0,0,0.0152,0.0282,0.0685,80.7314,0.3042,0.1192,11.1212,0,0,11.8886,0.0053,0.0014,0.1881,0.0216,0.2038,0.0095,0.0086,0.012,0.9757,0.0431,0.6664,0,0.0158,0.1131,0.0996,0.1799,0,0.0292,0.009,0.1405,0.0197,21.9952,3.6045,0.0302,0.0016,0.0118,0.0173,0.018,0.8902,0.021,0.1778,3.3834,0.0515,0.0055,0.0097
SR_20201202_ex23_p1.cnx,0,0,0.0136,0.0271,0.0752,85.7021,0.3056,0.126,11.5887,0,0,12.2196,0.0052,0.0012,0.2131,0.015,0.2003,0.0057,0.0099,0,1.0157,0.037,0.6957,0.0222,0.0119,0.0962,0.11,0.1763,0.0025,0.0219,0.0143,0.1448,0.0233,22.316,3.5593,0,0.0018,0.0116,0.0156,0.0161,0.9293,0.0219,0.1586,3.5471,0.0495,0.0071,0.0048
SR_20201202_ex24_p1.cnx,0,0,0.013,0.0264,0.0772,83.3542,0.2991,0.1171,11.1545,0,0,12.2822,0.0055,8.00E-04,0.2012,0.0188,0.2015,0.0092,0.0116,0,0.9937,0.0312,0.6868,0.0223,0.0105,0.1105,0.1133,0.1773,0.002,0.0231,0.0088,0.1432,0.0155,21.7573,3.6862,0.0315,0.0017,0.012,0.0162,0.0139,0.9343,0.0185,0.1491,3.5225,0.049,0.0062,0.0062
SR_20201202_ex40_p1.cnx,0.2876,0,0.0329,0.0282,0.6061,42.6791,0.0339,0.1299,8.3165,0.0025,0,11.1661,0.0256,0.0022,0.0873,0.0167,0.2014,0,0.0096,0,0.8967,0,0.5728,0.0195,0,0.1021,0.024,1.1765,0.003,0.0525,0.0107,0.1142,0.0042,19.1181,0.8908,0,0.0028,0.0055,0,0,0.3746,0.0058,0.0189,0.5083,0,0,0.0029
SR_20201202_ex41_p1.cnx,0.286,0,0.0262,0.029,0.6325,48.8468,0.0344,0.1308,9.0623,0.0026,0,11.3404,0.0251,0.0018,0.1044,0.0175,0.2076,0,0.0108,0,0.8665,0,0.5982,0.0242,0,0.1098,0.0253,1.208,0.0041,0.0542,0,0.1176,0.0052,22.3384,0.8441,0,0.0056,0.0066,0,0,0.3946,0.0047,0.0229,0.5653,0,0,0
SR_20201202_ex42_p1.cnx,0.2739,0,0.025,0.0315,0.6383,50.5962,0.0339,0.1263,9.4106,0.0022,0,11.6618,0.0131,0.0028,0.0942,0.0206,0.22,0,0.0107,0,0.9396,0,0.6314,0.0213,0,0.0941,0.0317,1.2524,0.0041,0.0603,0.0083,0.1231,0.0056,23.6547,0.8738,0.0161,0.0061,0.0052,0,0,0.3978,0.0058,0.0255,0.5117,0,0,0.0019
SR_20201202_ex43_p1.cnx,0.2757,0,0.0252,0.0337,0.6007,53.2711,0.0476,0.1401,10.4041,0.0016,0,12.9504,0.0283,0.001,0.0871,0.0149,0.2272,0,0.0093,0,0.8995,0,0.6354,0.0211,0,0.1229,0.029,1.3031,0.0044,0.0387,0.0077,0.1227,0.0083,25.2615,2.174,0.0198,0.0044,0.0077,0,0,0.3877,0.0078,0.0223,0.6281,0,0,0
SR_20201202_ex44_p1.cnx,0.2727,0,0.0198,0.0313,0.6065,47.0604,0.049,0.1378,9.2416,0.0019,0,12.7638,0.0182,0.0013,0.0938,0.0148,0.2196,0,0.0095,0,0.8563,0,0.5745,0.0166,0,0.0944,0.0277,1.2857,0.0019,0.0366,0.0089,0.1083,0.0055,22.1043,2.163,0.0369,0.0032,0.0085,0,0,0.3782,0.0081,0.0188,0.5636,0,0,0
SR_20201202_ex45_p1.cnx,0.2663,0,0.0159,0.0314,0.6024,47.6169,0.041,0.1325,9.4464,0.0018,0,12.9096,0.0235,0.0012,0.0994,0.0139,0.2323,0,0.0111,0,0.8819,0,0.5852,0.0237,0,0.1222,0.0291,1.3161,0.0022,0.0423,0.012,0.1003,0.005,22.0011,2.2017,0.0249,0.0036,0.0085,0,0,0.3815,0.0071,0.0235,0.565,0,0,0
SR_20201202_ex46_p1.cnx,0.2665,0,0.0074,0.0303,0.5562,61.0998,0.1788,0.1657,13.7643,9.00E-04,0,19.3297,0.7531,0.0014,0.1253,0.0197,0.2103,0,0.0141,0,0.9645,0.0309,0.5459,0,0.0084,0.1599,0.1073,1.3467,0.0224,0.0249,0.0102,0.0908,0.0254,27.6632,3.5996,0.0259,0.5266,0.0059,0,0,0.9077,0.0323,0.0789,0.7642,0.0386,0,0.0084
SR_20201202_ex47_p1.cnx,0.2673,0,0.0055,0.0302,0.5647,58.6634,0.1623,0.1698,13.0834,0.0025,0,19.9223,0.586,0.0011,0.1133,0.0238,0.2081,0,0.013,0,0.9347,0.0282,0.5558,0,0.0062,0.1346,0.1065,1.3747,0.0164,0.0252,0.0087,0.0903,0.0233,26.6102,3.3329,0,0.4801,0.0061,0,0,0.9369,0.0251,0.0764,0.8156,0.0279,0,0.0081
SR_20201202_ex48_p1.cnx,0.2812,0,0.0066,0.0257,0.5905,60.7751,0.1439,0.1627,13.0848,0.0026,0,19.8275,0.4142,0.0012,0.1124,0.021,0.2128,0,0.0145,0,0.9655,0.0201,0.5629,0,0.0036,0.1466,0.1181,1.3836,0.015,0.0348,0.0087,0.0923,0.016,27.7455,3.5092,0.0223,0.4898,0.0063,0,0,0.9476,0.0227,0.0726,0.7588,0.0223,0,0.0092
SR_20201215_ex17_p1.cnx,0.2006,0,0.0054,0.03,0.6815,59.1436,0.0362,0.0991,12.9858,0.0044,0.0061,5.2988,0.0207,0,0.0426,0.0171,0.17,0,0.012,0.0464,1.0564,0,0.6205,0,0.0033,0.1017,0.0102,0.2083,0.0033,0.0167,0.0079,0.1726,0.0053,21.1517,1.9583,0.0519,0.1246,0.0327,0,0.0044,0.3812,0.0072,0.0355,0.8492,0,0.0247,0.0041
SR_20201215_ex19_p1.cnx,0.2269,0,0.0064,0.0348,0.7768,58.45,0.0513,0.0962,13.6765,0.0041,0,4.4358,0.007,0,0.0803,0.0229,0.194,0,0.0113,0.0431,1.0831,0,0.6922,0,0.0183,0.0733,0.0084,0.1962,0.0049,0.0314,0.0076,0.1936,0.0046,21.587,1.5594,0.0557,0.001,0.0325,0,0.004,0.4068,0.0056,0.023,0.7869,0,0.0251,0
SR_20201215_ex20_p1.cnx,0.2289,0,0.0056,0.0336,0.7565,54.8842,0.0334,0.097,12.3524,0.0044,0,4.4279,0.0231,0,0.0733,0.0167,0.1839,0,0.0112,0.0358,0.9631,0,0.6195,0,0.0106,0.0734,0.0074,0.2033,0,0.0277,0.0065,0.1921,0.0052,19.3177,1.3951,0.0407,0.0021,0.0279,0,0,0.3921,0.0042,0.021,0.8022,0,0.0274,0.0041
SR_20201215_ex21_p1.cnx,0.224,0,0.0064,0.0368,0.7298,51.6399,0.0353,0.0937,11.8309,0.0039,0,4.5033,0.0318,0,0.0668,0.0185,0.1848,0,0.0101,0.0314,0.9348,0,0.5998,0,0.0153,0.0848,0.0076,0.2057,0,0.0201,0.0082,0.182,0.0041,18.5576,1.3697,0.0476,0.0017,0.0308,0,0,0.3812,0.0037,0.0194,0.8351,0,0.0222,0.0027
SR_20201215_ex41_p1.cnx,0.0979,0,0.0072,0.0321,0.4534,53.5896,0.0193,0,23.2927,0,0.0179,15.6181,0.0142,0,1.6114,0.0172,0.2136,0,0.0087,0,0.8801,0,0.2928,0,0,0,0.0101,0.1729,0,0.0297,0.0651,0.0191,0.0074,3.1028,0.9912,0.3574,0.4995,0.0442,0,0.0061,0.252,0.0021,0.1841,0.1463,0.003,0,0.1445
SR_20201215_ex43_p1.cnx,0.0812,0,0.0132,0.0336,0.5215,43.8894,0.0137,0,19.8803,0,0.025,12.7267,0.0232,0,1.562,0.017,0.1962,0,0.0049,0,0.7569,0,0.3649,0,0,0,0.0093,0.1195,0,0.0476,0.0511,0.0231,0.0052,1.7115,0.3585,0.4355,0.2141,0.0325,0,0,0.2385,0.0021,0.0723,0.1558,0,0,0.2594
SR_20201215_ex44_p1.cnx,0.0709,0,0.0123,0.0333,0.5352,41.9729,0.0149,0,19.3086,0,0.0302,12.3584,0.0175,0,1.4764,0.0158,0.1876,0,0.008,0,0.7164,0,0.3087,0,0,0,0.0071,0.1183,0,0.0479,0.0478,0.0239,0.0031,1.7128,0.3161,0.4248,0.2384,0.0354,0,0,0.2304,0.0021,0.0714,0.1512,0,0,0.2371
SR_20201215_ex48_p1.cnx,0.0886,0,0.0047,0.0323,0.4363,74.4062,0.069,0,33.2897,0,0.0424,24.011,0.0162,0,2.009,0.0208,0.2247,0,0.0098,0,0.8321,0,0.3364,0.0627,0.042,0,0.1381,0.3367,0,0.031,0.0585,0.0177,0.0121,4.3461,2.4693,0.5253,0.8674,0.0412,0,0.0056,0.5173,0.0096,0.2034,0.1607,0.0204,0,0.1174
SR_20201215_ex1016_p1.cnx,0.2046,0,0.0049,0.028,0.6742,62.2231,0.0351,0.1035,13.1307,0.0041,0.0053,4.9507,0.0074,0,0.0429,0.0175,0.1602,0,0.0092,0.0423,1.1008,0,0.621,0,0,0.1021,0.0107,0.1968,0,0.0171,0.0087,0.1841,0.0072,21.705,1.9402,0.0552,0.0947,0.0259,0,0.0051,0.3805,0.0057,0.0347,0.847,0,0.0276,0.0049
SR_20201215_ex1018_p1.cnx,0.1996,0,0.0064,0.0315,0.6732,53.8597,0.0325,0.0983,11.8111,0.0045,0.0091,5.3894,0.0055,0,0.0477,0.0285,0.175,0,0.0136,0.0358,0.9516,0,0.6078,0,0,0.098,0.0087,0.2083,0,0.0281,0.0072,0.1772,0.0057,18.8493,2.0966,0.0409,0.1246,0.0325,0,0.0052,0.378,0.0076,0.0363,0.876,0,0.0227,0.0052
SR_20201215_ex1042_p1.cnx,0.0724,0,0.0046,0.0297,0.4452,45.8975,0.0428,0,20.8281,0.002,0.0529,15.2658,0.017,0,1.5118,0.0214,0.2009,0,0.0084,0,0.6273,0,0.2259,0,0.005,0,0.0082,0.1658,0.0066,0.0297,0.0612,0.0145,0.0055,2.5947,0.9469,0.4034,0.4239,0.0334,0,0.0037,0.2466,0.0022,0.1592,0.1302,0,0,0.1314
SR_20201215_ex1046_p1.cnx,0.0851,0,0.0117,0.0298,0.448,81.4826,0.0868,0,32.6152,0.002,0.0429,23.3011,0.0184,0,1.9752,0.0188,0.1593,0,0.0116,0,0.8854,0,0.3866,0.0732,0.0552,0,0.1402,0.2669,0.0125,0.0192,0.0641,0.0291,0.0127,4.3181,2.5123,0.6353,0.9351,0.0351,0.0248,0.0083,0.5179,0.0153,0.2827,0.2067,0.0242,0,0.1034
SR_20201215_ex1047_p1.cnx,0.0764,0,0.0051,0.0303,0.4662,83.8701,0.0834,0,37.0632,0.0091,0.0367,23.9542,0.0165,0,1.9828,0.0245,0.2396,0,0.0097,0,1.0252,0,0.4156,0.0718,0.0606,0,0.1564,0.3445,0.0146,0.0277,0.0753,0.0161,0.0096,4.9769,2.6913,0.5328,1.0461,0.0383,0.0162,0.007,0.5358,0.0157,0.2398,0.1712,0.0232,0,0.1341
SR_20210128_ex10_p1.cnx,0.331,0.2758,0.0146,0,0.7283,26.1399,0.0636,0.0175,17.1678,0.0323,0.0226,15.5686,0.7505,0.0017,0.152,0.0469,0.2414,0,0.0061,0.0155,1.2964,0.0159,1.2231,0.0788,0,0.0843,0.0044,1.3985,0.0055,0.0665,0,0,0,21.482,2.8452,0,0.1881,0.0074,0,0,0.4398,0.0069,0.0336,0.6332,0.006,0,0
SR_20210128_ex11_p1.cnx,0.3317,0.274,0.0146,0,0.7433,26.559,0.0534,0.019,17.2347,0.0314,0.0217,15.6873,0.8722,0.002,0.1642,0.0432,0.2415,0,0.0074,0.0207,1.3063,0.0195,1.1955,0.0796,0,0.1082,0.004,1.4046,0.0063,0.0648,0,0,0,21.54,2.9124,0,0.1994,0.0069,0,0,0.4456,0.0067,0.0321,0.7381,0.0098,0,0
SR_20210128_ex12_p1.cnx,0.3285,0.2733,0.0161,0,0.7807,25.747,0.0665,0.0188,16.9947,0.0309,0.0212,15.9813,0.9057,0.0022,0.1676,0.0544,0.2462,0,0.0087,0.0231,1.3385,0.0185,1.2298,0.0841,0,0.0887,0.0025,1.4133,0.0082,0.0678,0,0,0,21.3142,3.0621,0,0.1954,0.0053,0,0,0.412,0.0063,0.0357,0.7552,0.006,0,0
SR_20210128_ex13_p1.cnx,0.3153,0.2597,0.0116,0,0.7326,24.8707,0.0495,0.0201,17.1596,0.0287,0.0209,16.1205,1.6559,0.0012,0.1197,0.0418,0.2259,0,0.0082,0.0239,1.2234,0.0161,1.1868,0.0559,0,0.099,0.0045,1.3559,0.005,0.0646,0,0,0,21.1009,3.4927,0,0.1977,0.0057,0,0,0.4402,0.0058,0.0298,0.7406,0.0058,0,0
SR_20210128_ex14_p1.cnx,0.3115,0.2565,0.0112,0,0.7424,25.0488,0.0629,0.0178,16.9024,0.0275,0.02,15.5724,1.6748,0.0012,0.1407,0.0398,0.2157,0,0.0076,0.0179,1.2293,0.0162,1.1344,0.0524,0,0.0993,0.0045,1.3214,0.0069,0.063,0,0,0,21.25,3.2248,0,0.1986,0.0077,0,0,0.4369,0.0051,0.0299,0.7777,0,0,0
SR_20210128_ex15_p1.cnx,0.3137,0.2543,0.0111,0,0.78,26.0574,0.0479,0.0216,17.2433,0.0274,0.02,15.9654,1.7214,0.0013,0.1457,0.0364,0.2263,0,0.0077,0.0185,1.257,0.0196,1.1496,0.0475,0,0.0876,0.0042,1.3596,0.0063,0.0624,0,0,0,21.7268,3.525,0,0.233,0.0081,0,0,0.4537,0.0053,0.0301,0.8295,0,0,0
SR_20210128_ex16_p1.cnx,0.2689,0.2071,0.0091,0,0.6315,31.6238,0.3817,0.042,20.1821,0.0232,0.0212,21.2719,3.4968,0,0.1134,0.0523,0.1924,0,0.0079,0.0528,1.2233,0.0401,1.08,0.0275,0,0.0923,0.14,1.4459,0.0193,0.0308,0,0,0.0241,22.3689,4.6678,0,1.9089,0,0.0139,0,1.1512,0.0245,0.0219,1.1023,0.048,0,0.0087
SR_20210128_ex17_p1.cnx,0.2558,0.2139,0.0081,0,0.5686,33.2861,0.3697,0.034,20.9066,0.023,0.0237,20.9031,3.498,0,0.1055,0.0507,0.1941,0,0.0094,0.054,1.2477,0.0359,1.1461,0.0269,0,0.0976,0.1425,1.4277,0.0184,0.0345,0,0,0.0192,22.5784,4.7019,0,2.0038,0,0.0096,0,1.1685,0.0201,0.031,0.9464,0.0398,0,0.0108
SR_20210128_ex18_p1.cnx,0.2702,0.2516,0.0069,0,0.5201,31.445,0.3668,0.0451,20.8256,0.0241,0.0229,21.0124,3.1691,0,0.0845,0.0473,0.1966,0,0.0095,0.0493,1.1134,0.0291,1.0629,0.0312,0,0.0905,0.1384,1.44,0.0165,0.026,0,0,0.0162,22.4527,4.5941,0,1.7745,0,0.007,0,1.1475,0.018,0.0201,0.9943,0.0329,0,0.0067
20210125_ex19_p1.cnx,0.3321,0,0.0575,0,0.6589,55.4773,0.048,0.0118,6.7118,0.0046,0.0066,8.9067,0.0118,0.0014,0.0362,0,0.2189,0,0.0029,0.0227,0.6285,0.0572,0.771,0,0,0.1657,0.0019,1.2487,0.0075,0.0637,0,0.2561,0,27.2366,2.119,0,0,0.0298,0,0,0.4549,0.0062,0.015,0.4432,0.1495,0.0121,0
20210125_ex20_p1.cnx,0.3127,0,0.0543,0,0.6325,58.1382,0.0555,0.0078,7.0269,0.0048,0.0069,8.9097,0.0091,0.002,0.0406,0.0501,0.2167,0,0.0052,0.0275,0.6792,0.0566,0.7942,0,0,0.1504,0.0013,1.227,0.008,0.0628,0,0.2513,0,27.8105,2.123,0,0,0.0276,0,0,0.4689,0.0062,0.0175,0.4071,0.1446,0.013,0
20210125_ex21_p1.cnx,0.3245,0,0.0519,0,0.6819,63.1678,0.0587,0.0101,7.3132,0.0043,0.0074,9.2985,0.0088,0.0024,0.0372,0.0526,0.231,0,0.0061,0.0154,0.7321,0.0653,0.8249,0,0,0.1614,0.0026,1.2913,0.0089,0.0669,0,0.2555,0,29.023,2.2121,0,0,0.0303,0,0,0.4962,0.0101,0.0202,0.3989,0.1468,0.0106,0
20210125_ex22_p1.cnx,0.2745,0,0.0578,0,0.7618,58.2614,0.0699,0.0117,7.0451,0.0068,0.0063,10.7231,0.0168,0.0013,0.0233,0,0.2248,0,0.0037,0.024,0.6197,0.0827,0.7324,0,0,0.1762,0.0039,1.2758,0.0086,0.0567,0,0.2374,0.0152,28.8873,3.2656,0,0,0.0252,0,0,0.4977,0.0157,0.0145,0.419,0.19,0.005,0
20210125_ex23_p1.cnx,0.2922,0,0.0553,0,0.7504,58.821,0.0653,0.0095,6.9463,0.0071,0.0074,10.6657,0.0149,0.0013,0.0309,0.043,0.2211,0,0.0037,0.0256,0.574,0.0812,0.7218,0,0,0.2037,0.0048,1.2714,0.0075,0.0579,0,0.2386,0.0154,27.8783,3.1132,0,0,0.0258,0,0,0.4977,0.0187,0.0109,0.3856,0.1833,0.0063,0
20210125_ex24_p1.cnx,0.2812,0,0.0469,0,0.7136,60.9241,0.0592,0.0078,6.9246,0.0052,0.0065,10.6621,0.0203,0.0012,0.0235,0.0444,0.2242,0,0.0035,0,0.6067,0.0818,0.7222,0,0,0.1899,0.0051,1.272,0.0072,0.0604,0,0.2424,0.0182,28.1334,3.0471,0,0,0.0262,0,0,0.4975,0.0176,0.0146,0.3974,0.1795,0,0
20210125_ex25_p1.cnx,0.2561,0,0.027,0,0.4678,82.99,0.2019,0.0129,8.473,0,0.0162,15.5993,0.0079,0,0.2702,0.0388,0.1433,0.0126,0.0052,0.0279,0.7016,0.1397,0.6725,0,0,0.1818,0.1414,1.4495,0.007,0.0235,0,0.2362,0.0613,33.7297,5.2884,0.0949,0,0.0307,0.0208,0.0242,0.8627,0.0472,0.2781,0.4976,0.2093,0,0.0132
20210125_ex26_p1.cnx,0.2584,0,0.031,0,0.5238,86.8713,0.1952,0.0155,8.8089,0,0.0172,15.5813,0.0117,0,0.2628,0.0452,0.1812,0.0126,0.0058,0.0143,0.7221,0.1376,0.7358,0,0,0.1697,0.1522,1.4795,0.0093,0.0208,0,0.2502,0.0455,34.5931,5.8051,0.0943,0,0.0334,0.0139,0.0228,0.9531,0.0465,0.2309,0.4839,0.2085,0,0.0095
20210125_ex27_p1.cnx,0.2467,0,0.0303,0,0.5811,86.7906,0.1854,0.0134,8.9812,0,0.0199,15.4498,0.0078,0,0.236,0.0435,0.1749,0.0088,0.0058,0.0292,0.7401,0.1257,0.7468,0,0,0.1905,0.1475,1.3929,0.0107,0.0274,0,0.2477,0.0342,33.9897,6.6766,0.0801,0,0.0327,0.0118,0.0168,1.0579,0.035,0.1287,0.5117,0.2036,0,0.0149
SR_2020-10-06-B-64_ex50_p1.cnx,0,0.2583,0.01,0.0632,0.0456,61.1319,0.0549,0.0104,9.2223,0.0306,0,13.2362,0.0494,0.0017,0.0438,0.0215,0.2485,0,0,0.0293,1.4706,0,0.8822,0,0,0.0899,0.0085,1.3169,0.0043,0.0824,0,0.0327,0.009,27.1892,1.5836,0.0574,0.0032,0.0429,0,0,0.6012,0.0062,0.0158,2.5626,0.0019,0,0.0038
SR_2020-10-06-B-64_ex60_p1.cnx,0,0.2922,0.0104,0.0635,0.0413,60.6597,0.0572,0.0123,9.2632,0.0309,0,13.2942,0.0455,0.0013,0.0395,0.024,0.2584,0,0,0.0337,1.4469,0,0.9059,0,0,0.0964,0.0088,1.3213,0.0041,0.0806,0,0.0346,0.0087,28.3065,1.4995,0.056,0.0023,0.0397,0,0,0.5933,0.0064,0.0147,2.611,0.0034,0,0.0035
