NMR_file,2-Piperidinone,3-Phenylpropionate,4-Hydroxyphenylacetate,4-Aminobenzoate,5-Aminopentanoate,Acetate,Alanine,Benzoate,Butyrate,Desaminotyrosine,Dimethylamine,Ethanol,Formate,Fumarate,Glutamate,Glycine,Glycolate,Histidine,Hypoxanthine,Indole,Isobutyrate,Isoleucine,Isovalerate,Aspartate,Lactate,Leucine,Malonate,Methanol,Methionine,Methylamine,Nicotinate,Phenylacetate,Phenylalanine,Propionate,Propanol,Pyroglutamate,Succinate,Tartrate,Threonine,Thymine,Trimethylamine,Tyrosine,Uracil,Valerate,Valine,p-Cresol,Beta-Alanine
SR_20201217_ex28_p1.cnx,0.0918,0,0.0549,0.0321,0.5343,64.9783,0.0357,0,24.9736,0.002,0.068,15.4552,0.0237,0,1.7195,0.0276,0.2126,0.0105,0,0,1.1035,0,0.5368,0,0.0305,0,0.0167,0.1271,0.0043,0.0375,0.0555,0.0627,0.0063,3.7516,1.4326,0.5686,0.4393,0.0394,0,0.017,0.2947,0.0176,0.3204,0.1729,0.0058,0,0.1775
SR_20201217_ex29_p1.cnx,0.0861,0.011,0.0458,0.031,0.4927,64.8539,0.0599,0,24.2268,0.0037,0.0521,15.8562,0.0252,0,1.7688,0.0261,0.203,0.0084,0,0,1.0324,0,0.5081,0,0.0336,0,0.0114,0.1172,0.0049,0.0314,0.0493,0.0493,0.0081,3.7726,1.2463,0.5094,0.3544,0.0397,0,0.0159,0.2836,0.0148,0.2803,0.1668,0.0127,0,0.1681
SR_20201217_ex30_p1.cnx,0.0887,0.0061,0.0433,0.0286,0.4945,63.729,0.0933,0,24.6509,0.0023,0.0578,15.666,0.0261,0,1.7516,0.0232,0.2111,0.0056,0,0,1.1645,0,0.493,0,0.0332,0,0.0122,0.103,0.0037,0.0352,0.0533,0.049,0.0091,3.8236,1.3616,0.4863,0.2936,0.0427,0,0.0134,0.2864,0.0226,0.256,0.1592,0.0138,0,0.1629
SR_20201217_ex31_p1.cnx,0.1084,0.0105,0.0706,0.0352,0.5942,61.234,0.0293,0,23.4739,0.0022,0.0406,12.8628,0.0219,0,1.811,0.023,0.2289,0,0,0,0.9617,0,0.6068,0,0.0383,0,0.0097,0.0814,0.0034,0.0441,0.0516,0.0806,0.0062,2.5339,0.6967,0.4377,0.2131,0.0337,0.0107,0.0065,0.2842,0.0043,0.0562,0.1853,0.0018,0,0.3663
SR_20201217_ex32_p1.cnx,0.1032,0.0086,0.0672,0.0358,0.5567,57.5839,0.0315,0,22.7827,0.0028,0.0458,12.3719,0.021,0,1.7894,0.0253,0.2297,0,0,0,0.9501,0,0.5679,0,0.036,0,0.008,0.072,0.0047,0.0489,0.0505,0.0785,0.003,2.4237,0.6591,0.5014,0.1596,0.0377,0,0.0061,0.2814,0.0047,0.0608,0.1572,0.0026,0,0.3732
SR_20201217_ex33_p1.cnx,0.1143,0.0073,0.0656,0.0335,0.5401,62.1602,0.038,0,23.7247,0.0029,0.0481,12.4858,0.0225,0,1.7577,0.0265,0.2208,0,0,0,1.0606,0,0.5673,0,0.0383,0,0.0081,0.0681,0.009,0.0416,0.0466,0.0691,0.006,2.7616,0.6303,0.457,0.1387,0.0352,0,0.0039,0.2812,0.0052,0.0551,0.1544,0.0064,0,0.3535
SR_20201217_ex34_p1.cnx,0.08,0.0105,0.0257,0.0262,0.4273,66.2873,0.2082,0,27.2049,0.0022,0.075,17.275,0.0089,0,1.7709,0.031,0.1005,0.0198,0,0,0.7154,0,0.4709,0.1209,0.0263,0.0685,0.1225,0.1507,0.0266,0.0239,0.0426,0.0562,0.0369,4.1603,3.8042,0.458,0.6619,0.0339,0,0.0151,0.4019,0.0581,0.3894,0.1332,0.0897,0,0.1137
SR_20201217_ex36_p1.cnx,0.1121,0.0109,0.0225,0.0306,0.5133,106.6823,0.3355,0,40.6108,0.0024,0.0979,29.267,0.016,0,2.3575,0.0344,0.1463,0.0262,0,0,0.9961,0,0.5576,0.1784,0.0477,0.1051,0.1583,0.2885,0.0547,0.0263,0.0536,0.0442,0.0557,6.2742,4.4018,0.7785,0.9935,0.0429,0.0552,0.0217,0.611,0.0856,0.4379,0.1226,0.1576,0,0.1476
SR_20201217_ex1007_p1.cnx,0.2032,0.0176,0.0248,0.0205,0.6517,82.3147,0.2395,0.0999,12.8323,0.0026,0.0557,11.0867,0.0046,0,0.0335,0.0465,0.0598,0.0131,0.0211,0,0.9667,0.0271,0.7028,0,0.168,0,0.0276,0.3109,0.0154,0.0082,0.0083,0.1999,0.041,21.8241,4.0999,0,1.78,0.0362,0,0.0225,0.662,0.0423,0.3971,0.8587,0.0487,0.0102,0
SR_20201217_ex1035_p1.cnx,0.0977,0.0059,0.025,0.0301,0.5285,108.6417,0.3676,0,41.7987,0.001,0.0995,30.2049,0.0163,0,2.4341,0.0397,0.1633,0.0269,0,0,1.0089,0,0.586,0.2105,0.0602,0.1241,0.1637,0.3458,0.055,0.0321,0.06,0.0397,0.0611,6.328,4.8775,0.6574,1.0645,0.0486,0.0671,0.0187,0.6232,0.0906,0.4089,0.2439,0.1694,0,0.1574
SR_20210128_ex46_p1.cnx,0.4682,0.3789,0.0252,0,0.6301,25.7579,0.0778,0.0232,21.7311,0.0591,0.0321,14.9744,0.3757,0,0.0309,0.0419,0.27,0,0,0.0371,1.756,0.0134,1.4811,0.0467,0,0.0979,0.0059,1.4981,0.0072,0.0693,0,0,0,21.0929,2.8164,0,0.13,0.0058,0,0,0.4525,0.0064,0.0148,0.9085,0.0156,0,0
SR_20210128_ex47_p1.cnx,0.4788,0.3657,0.0282,0,0.6247,26.137,0.0735,0.0229,21.5386,0.0575,0.0339,15.3559,0.4663,0,0.0294,0.0465,0.2694,0,0.0039,0.0329,1.7355,0.0146,1.4985,0.0462,0,0.0858,0.0057,1.4968,0.0076,0.0718,0,0,0,21.317,2.3929,0,0.128,0.0066,0,0,0.5369,0.0074,0.014,0.9867,0.0121,0,0
SR_20210128_ex48_p1.cnx,0.4543,0.3384,0.0232,0,0.5729,25.085,0.0648,0.0207,19.7502,0.0498,0.032,14.9752,0.4185,0,0.0398,0.0381,0.252,0,0.0033,0.0269,1.5395,0.0148,1.3755,0.045,0,0.0927,0.0051,1.433,0.0094,0.0676,0,0,0,20.31,2.7836,0,0.106,0.0049,0,0,0.4248,0.0073,0.0162,0.8602,0.0111,0,0
SR_20210128-C_ex49_p1.cnx,0.492,0.3609,0.0193,0,0.5929,27.0989,0.0739,0.0209,22.5498,0.0552,0.0317,15.7907,0.6711,0,0.0352,0,0.2545,0,0.0016,0.0256,1.7132,0.0158,1.483,0.0589,0,0.0767,0.0028,1.4313,0.0081,0.0728,0,0,0,22.3639,4.2034,0,0.142,0.0072,0,0,0.5662,0.0093,0,1.0002,0.0147,0,0
SR_20210128-C_ex50_p1.cnx,0.4887,0.3607,0.016,0,0.6053,26.6914,0.0768,0.0218,21.6846,0.0527,0.0264,16.2312,0.6016,0,0.0341,0,0.2573,0,0,0.0297,1.6586,0.0138,1.4473,0.0484,0,0.0957,0.0028,1.4651,0.007,0.0702,0,0,0,21.5221,4.2408,0,0.1117,0.0083,0,0,0.4729,0.0096,0,1.0289,0.0156,0,0
SR_20210128-C_ex51_p1.cnx,0.4729,0.3413,0.0179,0,0.6322,26.234,0.0757,0.0205,21.0393,0.0502,0.0283,16.3395,0.5494,0,0.0501,0,0.2531,0,0.0024,0.025,1.5693,0.0134,1.4301,0.0475,0,0.0806,0.0033,1.4217,0.0059,0.0686,0,0,0,20.9652,4.3107,0,0.1094,0.0069,0,0,0.4743,0.0096,0.014,0.8863,0.0162,0,0
SR_20210128-C_ex52_p1.cnx,0.3328,0.2311,0.0183,0,0.6153,34.235,0.6323,0.0411,22.9591,0.0237,0.0363,22.3544,0.3028,0,0.2255,0,0.2065,0.0364,0.0032,0.0717,1.3488,0.17,1.1519,0.0261,0,0.2666,0.151,1.4633,0.0629,0.0392,0,0,0.0881,23.0968,6.6965,0,1.9821,0.0052,0.0709,0,1.2912,0.1099,0.0141,1.1732,0.1723,0,0.0509
SR_20210128-C_ex53_p1.cnx,0.3221,0.2254,0.0158,0,0.6,34.3762,0.6282,0.0397,23.2003,0.0247,0.0325,22.1948,0.4283,0,0.1522,0,0.2021,0.0337,0.0027,0.0668,1.3357,0.1651,1.1566,0.0228,0,0.2158,0.14,1.4336,0.0671,0.0369,0,0,0.0925,24.3438,6.606,0,1.9934,0.0053,0.0621,0,1.2799,0.1031,0.0258,1.2114,0.1676,0,0.0538
SR_20210128-C_ex54_p1.cnx,0.3269,0.2542,0.0205,0,0.6905,34.3292,0.6117,0.0438,22.9936,0.0255,0.0315,22.3434,0.4124,0,0.1393,0,0.1941,0.0303,0.0059,0.0555,1.2386,0.1502,1.1243,0.0223,0,0.216,0.1526,1.4425,0.0718,0.0354,0,0,0.0789,24.3554,6.578,0,1.8148,0.0047,0.0443,0,1.281,0.0891,0.032,1.1116,0.1684,0,0.0513
SR_20201209_ex9_p1.cnx,0.2463,0,0.0091,0.0269,0.5618,61.3595,0.2569,0.1539,14.3352,0.0023,0,20.455,0.6701,0,0.123,0.0163,0.1906,0.0057,0.0077,0,0.9314,0.055,0.5212,0,0.0116,0.1872,0.1279,1.3235,0.028,0.0235,0.0079,0.0887,0.0329,28.7027,4.8928,0,0.0194,0.0045,0.016,0,0.9372,0.0365,0.0818,0.7891,0.0492,0,0.0131
SR_20201209_ex8_p1.cnx,0.2564,0,0.0095,0.0261,0.5808,59.0473,0.2709,0.1608,14.5648,0.0033,0,20.6268,0.6407,0,0.1339,0.0163,0.1879,0.0081,0.0102,0.01,0.9704,0.0633,0.5069,0,0.0142,0.1726,0.1361,1.3805,0.0285,0.0258,0.0077,0.0771,0.0308,28.1743,4.7766,0,0.0337,0.0041,0.0155,0,0.92,0.0405,0.0765,0.8443,0.0539,0,0.015
SR_20201215_ex1045_p1.cnx,0.0785,0,0.0106,0.034,0.5375,46.249,0.0135,0,21.0446,0.0026,0.0298,12.6788,0.0228,0,1.5888,0.0198,0.1941,0,0.008,0,0.8023,0,0.3633,0,0.0268,0,0.0106,0.1134,0.0064,0.0489,0.0533,0.017,0.0065,1.8733,0.3132,0.4403,0.2343,0.0341,0,0.0026,0.2418,0.0018,0.0698,0.1443,0,0,0.247
SR_20201209_ex7_p1.cnx,0.2517,0,0.011,0.0296,0.5775,60.5178,0.2685,0.1523,15.1862,0.0022,0,21.7434,0.7774,0,0.1331,0.0188,0.198,0.0092,0.0085,0,0.9864,0.074,0.5383,0,0.0158,0.1719,0.1382,1.3808,0.0326,0.0254,0,0.0932,0.037,28.059,4.6368,0,0.1779,0.0051,0.0195,0,0.9152,0.0482,0.0631,0.7982,0.0603,0,0.0178
SR_20201215_ex1040_p1.cnx,0.1089,0,0.0081,0.0308,0.4493,53.1028,0.0396,0,22.7732,0.0031,0.053,15.5075,0.0125,0,1.5859,0.0198,0.2148,0,0.0074,0,0.8982,0,0.248,0,0.0121,0,0.0114,0.1641,0.0092,0.0363,0.0523,0.0205,0.0067,3.0817,0.8543,0.3697,0.4837,0.0384,0.0093,0.0082,0.2575,0.0016,0.2015,0.1337,0,0,0.1387
SR_20201216_ex25_p1.cnx,0.1816,0,0.0205,0.0249,0.5811,80.692,0.2098,0.0967,12.8355,0.0032,0.0049,10.7607,0.0081,0,0.0369,0.105,0.0647,0.011,0.0175,0.0319,0.9986,0.0289,0.636,0,0.2645,0.2017,0.0316,0.3004,0.0184,0.0108,0.01,0.1874,0.0235,21.7766,4.1126,0,1.7811,0.0328,0,0.0217,0.6537,0.0373,0.3447,0.8563,0.0359,0.0141,0.007
SR_20201215_ex24_p1.cnx,0.195,0,0.0075,0.0273,0.5968,69.2105,0.0921,0.0888,12.8248,0.0064,0.0075,8.4727,0.0127,0,0.13,0.0169,0.1118,0,0.0083,0.0478,0.9965,0,0.604,0,0.0103,0.1294,0.0368,0.2296,0.0144,0.0077,0.0113,0.1739,0.0131,21.4084,3.2515,0.0399,1.3392,0.0326,0,0.007,0.7027,0.0126,0.0771,0.851,0.0328,0.0142,0.011
SR_20201217_ex9_p1.cnx,0.1927,0.0171,0.0276,0.0241,0.6627,82.0915,0.2107,0.1009,13.1532,0.0036,0.0227,11.5539,0.0026,0,0.0292,0.076,0.0465,0.0104,0.0087,0.0263,0.9876,0.0245,0.6795,0,0.1212,0.1832,0.0331,0.2676,0.02,0.0149,0.0105,0.213,0.0301,22.8194,3.9334,0.0287,1.7369,0.0317,0,0.0251,0.7186,0.0389,0.3479,0.9015,0.0405,0.013,0.0081
SR_20201215_ex23_p1.cnx,0.1998,0,0.0094,0.0269,0.5878,74.2198,0.0964,0.0902,13.139,0.0067,0.007,8.6575,0.016,0,0.1088,0.0175,0.1004,0,0.0076,0.0552,0.9752,0,0.622,0,0.0123,0.1275,0.0351,0.2395,0.0176,0.0093,0.0123,0.1717,0.0182,22.8682,3.4939,0,1.5138,0.0292,0,0.009,0.7035,0.015,0.0808,0.9001,0.035,0.017,0.012
SR_20201216_ex27_p1.cnx,0.1968,0,0.0224,0.0265,0.6339,83.5631,0.192,0.1044,13.6449,0.0032,0.0095,11.5616,0.0078,0,0.0392,0.0735,0.0575,0.0071,0.0031,0.0267,1.0383,0.0267,0.694,0,0.0758,0.2147,0.0358,0.2635,0.0154,0.0124,0.0114,0.2286,0.0263,23.8513,4.2488,0,1.7917,0.0336,0.0074,0.0227,0.7431,0.0377,0.3063,0.8817,0.0382,0.0171,0.0098
SR_20201215_ex22_p1.cnx,0.1945,0,0.0104,0.0305,0.5754,69.0678,0.0883,0.1054,12.4311,0.0064,0.0129,8.3608,0.0129,0,0.1279,0.0301,0.0958,0,0.0094,0.0472,0.9347,0,0.5985,0,0.009,0.1172,0.0281,0.2297,0.0138,0.0098,0.008,0.1718,0.0175,21.5944,3.6203,0,1.5319,0.032,0,0.0075,0.6391,0.012,0.0943,0.9171,0.0287,0.0151,0.0071
SR_20201216_ex9_p1.cnx,0.1967,0,0.0136,0.0285,0.6421,78.6566,0.1455,0.1048,13.809,0.0036,0.0153,10.0782,0.0125,0,0.0179,0.0302,0.0553,0,0.0179,0.032,0.9793,0.0378,0.6352,0,0.0656,0.1535,0.0318,0.2221,0.0222,0.0122,0.0133,0.1938,0.0252,23.1711,4.0264,0,1.6659,0.0272,0.0178,0.0151,0.709,0.0264,0.1964,0.878,0.0507,0.0149,0.0094
SR_20201215_ex33_p1.cnx,0.067,0,0.0036,0.0331,0.5284,42.5567,0.0207,1.00E-04,20.5401,0,0.0285,13.2324,0.012,0.0034,1.3072,0.0297,0.2028,0,0.0131,0,0.8597,0,0.347,0.0816,0.0514,0,0.0359,0.3196,0.0048,0.0532,0.0488,0.0125,0.0062,1.8013,0.2411,0.3991,0.6058,0.0302,0.0697,0,0.2338,0.0035,0.051,0.166,0.0103,0,0.1668
SR_20201215_ex1031_p1.cnx,0.0648,0,0.0016,0.0303,0.52,38.9295,0.0215,0,18.4265,0.0033,0.0313,12.6865,0.0129,0.003,1.3797,0.0167,0.1895,0,0.0118,0,0.8078,0,0.292,0.0713,0.0504,0,0.0309,0.3037,0.005,0.0496,0.0536,0.01,0.008,1.5457,0.2282,0.45,0.4923,0.0307,0.0732,0,0.2061,0.0012,0.053,0.1496,0.0093,0,0.1679
SR_20201215_ex1032_p1.cnx,0.0733,0,0.001,0.0327,0.5293,39.8664,0.0216,0,19.2677,0.0035,0.0287,13.0868,0.0114,0.0032,1.378,0.0212,0.1893,0,0.0108,0,0.816,0,0.288,0.0677,0.0603,0,0.0323,0.3141,0.0045,0.0469,0.0491,0.0125,0.0077,1.5831,0.2767,0.4447,0.4671,0.0348,0.0753,0,0.2091,0.0014,0.0568,0.1533,0.0104,0,0.1737
SR_20201215_ex36_p1.cnx,0.0734,0,0.0028,0.0329,0.5004,39.1428,0.0209,0,19.2316,0,0.0263,12.8771,0.0177,0.0031,1.3741,0.0205,0.1753,0,0.012,0,0.9261,0,0.2836,0.0843,0.0563,0,0.032,0.3104,0.008,0.0432,0.0462,0.0139,0.0085,1.5942,0.2409,0.36,0.4586,0.0337,0.0806,0,0.2124,0.0025,0.0512,0.1362,0.0125,0,0.1664
SR_20201216_ex17_p1.cnx,0.1987,0,0.0175,0.0232,0.624,80.5082,0.1647,0.0978,13.1646,0.0031,0.0077,10.7651,0.0235,0,0.0406,0.0659,0.0481,0.0067,0.0055,0.0295,1.0606,0.0306,0.6518,0,0.1861,0.1928,0.0343,0.2665,0.0179,0.0103,0.0104,0.2001,0.0265,23.0546,4.1239,0,1.7678,0.0348,0.0091,0.0181,0.6917,0.0315,0.2426,0.9274,0.0449,0.014,0.0071
SR_20201216_ex26_p1.cnx,0.1968,0,0.0256,0.0238,0.609,83.8768,0.204,0.1067,13.5809,0.0035,0.0085,11.4154,0.0079,0,0.032,0.0883,0.0519,0.0093,0.0118,0.0426,0.9621,0.0293,0.7111,0,0.1159,0.2086,0.0402,0.2891,0.0193,0.0108,0.01,0.2216,0.0278,23.5325,4.2972,0,1.7953,0.0341,0.0056,0.0225,0.7317,0.0386,0.3295,0.8933,0.0364,0.0138,0.0139
SR_20201215_ex38_p1.cnx,0.0665,0,0.0022,0.0332,0.5754,41.7385,0.0345,0,20.4194,0,0.0298,14.6423,0.0199,0.0037,1.3979,0.0149,0.1968,0,0.0128,0,0.9,0,0.3198,0.0772,0.0699,0,0.0505,0.3446,0.0039,0.0531,0.0543,0.0123,0.0126,1.6922,0.438,0.4719,0.5164,0.0268,0.0949,0.0042,0.2656,0.0078,0.0699,0.14,0.0186,0,0.1639
SR_20201216_ex16_p1.cnx,0.1818,0,0.0192,0.0201,0.6042,79.1986,0.1676,0.0988,13.0546,0.0028,0.0054,10.5517,0.0286,0,0.031,0.072,0.0503,0.0066,0.0075,0.0233,0.9782,0.0312,0.6347,0,0.2266,0.1656,0.0272,0.2782,0.019,0.0113,0.0096,0.2093,0.0281,22.2245,3.9692,0,1.7918,0.0346,0.0086,0.0156,0.6458,0.0319,0.2546,0.968,0.039,0.0128,0.0111
SR_20201215_ex39_p1.cnx,0.0775,0,0.003,0.0348,0.5564,42.1607,0.0338,0,20.1072,0,0.0303,14.7047,0.0352,0.0033,1.5203,0.0262,0.1659,0,0.0128,0,0.8811,0,0.3808,0.0812,0.0742,0,0.0279,0.3443,0,0.048,0.0477,0.0104,0.0104,1.6616,0.3059,0.4862,0.4353,0.0261,0,0.0045,0.2716,0.0102,0.0814,0.1493,0.0176,0,0.1715
SR_20201215_ex37_p1.cnx,0.0715,0,0.0034,0.0343,0.5741,43.1727,0.0293,0,20.8349,0,0.0325,14.8959,0.0317,0.0033,1.4993,0.0317,0.2375,0,0.0177,0,0.8775,0,0.3742,0.1002,0.1364,0,0.044,0.323,0.0045,0.0523,0.0567,0.014,0.0093,1.6192,0.2858,0.4166,0.5006,0.0247,0,0,0.2934,0.0065,0.0906,0.1342,0.0105,0,0.1671
SR_20201215_ex34_p1.cnx,0.0599,0,0.002,0.0347,0.5256,40.7893,0.0214,0,19.837,0,0.0239,13.1315,0.0256,0.0029,1.3773,0.0246,0.1872,0,0.0109,0,0.8691,0,0.226,0.0815,0.0539,0,0.0358,0.3195,0.0063,0.0494,0.0508,0.008,0.0073,1.663,0.2052,0.3829,0.545,0.035,0.0692,0,0.2198,0.0039,0.0537,0.1483,0.0096,0,0.1664
SR_20201215_ex1035_p1.cnx,0.0704,0,0.0025,0.0335,0.5319,41.3043,0.0253,0,19.874,0.0047,0.0287,12.9786,0.0157,0.003,1.4055,0.0181,0.1801,0,0.011,0,0.8697,0,0.2823,0.0819,0.0637,0,0.0327,0.313,0.0055,0.0479,0.0497,0.0099,0.0064,1.7099,0.2291,0.4739,0.4832,0.028,0,0,0.2216,0.0017,0.0589,0.1423,0.0102,0,0.1735
